%time,field.header.seq,field.header.stamp,field.header.frame_id,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist
1531943879756085000,3405,1531943879754985717,NED,-14.0699996948,-44.5636749268,-3.17990684509,118
1531943879810236678,3406,1531943879809329776,NED,-14.1199998856,-27.5819778442,-2.60734963417,118
1531943879865221851,3407,1531943879858613797,NED,-14.1199998856,-27.5819778442,-2.60734963417,118
1531943879914197267,3408,1531943879913482171,NED,-14.1499996185,-4.31632995605,-2.37182378769,118
1531943879972244388,3409,1531943879971169905,NED,-14.1499996185,-4.31632995605,-2.37182378769,118
1531943880008150512,3410,1531943880007329273,NED,-14.1499996185,11.8685722351,-1.84080731869,118
1531943880044122075,3411,1531943880039075796,NED,-14.1499996185,11.8685722351,-1.84080731869,118
1531943880152237114,3412,1531943880145191946,NED,-14.1300001144,10.9601020813,-1.32670962811,117
1531943880225611617,3413,1531943880221109299,NED,-14.1099996567,6.83002471924,-0.887590110302,117
1531943880256355015,3414,1531943880255649391,NED,-14.1099996567,6.83002471924,-0.887590110302,117
1531943880312896490,3415,1531943880311783127,NED,-14.0900001526,0.303649902344,-0.448021680117,117
1531943880342405726,3416,1531943880337521141,NED,-14.0900001526,0.303649902344,-0.448021680117,117
1531943880455752291,3417,1531943880446122095,NED,-14.0900001526,-1.71051025391,-0.0760791003704,116
1531943880488962381,3418,1531943880488049655,NED,-14.0999994278,-17.6259994507,0.236690536141,116
1531943880567026110,3419,1531943880561727898,NED,-14.0999994278,-17.6259994507,0.236690536141,116
1531943880592550079,3420,1531943880591326157,NED,-14.1499996185,-28.0151367188,0.490287542343,116
1531943880635147616,3421,1531943880633496658,NED,-14.1499996185,-28.0151367188,0.490287542343,116
1531943880693869451,3422,1531943880693306769,NED,-14.2299995422,-45.8358764648,0.676258504391,115
1531943880742870115,3423,1531943880738840369,NED,-14.2299995422,-45.8358764648,0.676258504391,115
1531943880800193406,3424,1531943880798129589,NED,-14.3599996567,-61.6897583008,0.794603705406,115
1531943880840006462,3425,1531943880838504847,NED,-14.3599996567,-61.6897583008,0.794603705406,115
1531943880926840845,3426,1531943880921988771,NED,-14.5399999619,-56.1414718628,0.862229287624,114
1531943880944053227,3427,1531943880942607035,NED,-14.5399999619,-56.1414718628,0.862229287624,114
1531943881001604547,3428,1531943880997466258,NED,-14.7299995422,-15.6135559082,0.887588977814,113
1531943881044221508,3429,1531943881042669206,NED,-14.7299995422,-15.6135559082,0.887588977814,113
1531943881077477967,3430,1531943881075382310,NED,-14.8999996185,3.87182235718,0.887588381767,113
1531943881172302437,3431,1531943881170821942,NED,-14.8999996185,3.87182235718,0.887588381767,113
1531943881208626637,3432,1531943881208025683,NED,-15.0599994659,39.1965866089,0.879135131836,112
1531943881286315748,3433,1531943881285140241,NED,-15.2100000381,72.8218994141,0.862228691578,112
1531943881326353090,3434,1531943881320165575,NED,-15.2100000381,72.8218994141,0.862228691578,112
1531943881396854825,3435,1531943881396150833,NED,-15.3399991989,103.588775635,0.828415393829,111
1531943881412252252,3436,1531943881411629379,NED,-15.3399991989,103.588775635,0.828415393829,111
1531943881479142092,3437,1531943881477925370,NED,-15.4600000381,119.224838257,0.80305570364,111
1531943881529735988,3438,1531943881528700959,NED,-15.4600000381,119.224838257,0.80305570364,111
1531943881624215502,3439,1531943881622407042,NED,-15.5599994659,149.221130371,0.760789275169,110
1531943881744175369,3440,1531943881743176469,NED,-15.6499996185,161.866577148,0.718523263931,110
1531943881777252694,3441,1531943881775779974,NED,-15.7399997711,174.057678223,0.676257193089,109
1531943881836178143,3442,1531943881835530215,NED,-15.7399997711,174.057678223,0.676257193089,109
1531943881884497472,3443,1531943881882693237,NED,-15.8099994659,187.94241333,0.617084383965,109
1531943881914236914,3444,1531943881910728570,NED,-15.8099994659,187.94241333,0.617084383965,109
1531943881988554639,3445,1531943881979947248,NED,-15.8699998856,212.129684448,0.557911932468,108
1531943882014117264,3446,1531943882013355512,NED,-15.8699998856,212.129684448,0.557911932468,108
1531943882069597601,3447,1531943882069039207,NED,-15.8699998856,212.129684448,0.557911932468,108
1531943882090549078,3448,1531943882089788735,NED,-15.8899993896,228.884414673,0.498739123344,108
1531943882196912877,3449,1531943882195963671,NED,-15.8899993896,228.35760498,0.431113511324,107
1531943882261575031,3450,1531943882255253310,NED,-15.8899993896,228.35760498,0.431113511324,107
1531943882328505672,3451,1531943882323699966,NED,-15.8800001144,212.83807373,0.355034649372,107
1531943882355526617,3452,1531943882354435877,NED,-15.8800001144,212.83807373,0.355034649372,107
1531943882394963038,3453,1531943882394452452,NED,-15.8599996567,201.14364624,0.287408947945,106
1531943882427958156,3454,1531943882427299988,NED,-15.8599996567,201.14364624,0.287408947945,106
1531943882496130991,3455,1531943882489699287,NED,-15.8399991989,201.542572021,0.211330115795,106
1531943882543793016,3456,1531943882536089839,NED,-15.8399991989,201.542572021,0.211330115795,106
1531943882587441455,3457,1531943882585902656,NED,-15.8099994659,201.789001465,0.13525120914,105
1531943882652925104,3458,1531943882649382488,NED,-15.8099994659,201.789001465,0.13525120914,105
1531943882726805683,3459,1531943882724212976,NED,-15.779999733,204.789550781,0.0676256045699,105
1531943882767484522,3460,1531943882766681939,NED,-15.779999733,204.789550781,0.0676256045699,105
1531943882806566900,3461,1531943882804729257,NED,-15.7299995422,191.541671753,-0.0,105
1531943882843040123,3462,1531943882838707979,NED,-15.7299995422,191.541671753,-0.0,105
1531943882889645648,3463,1531943882888447261,NED,-15.6599998474,183.482940674,-0.0676255747676,104
1531943882985562267,3464,1531943882978271949,NED,-15.5999994278,173.736862183,-0.126797959208,104
1531943883011013246,3465,1531943883010256071,NED,-15.5999994278,173.736862183,-0.126797959208,104
1531943883059565502,3466,1531943883058283948,NED,-15.5999994278,173.736862183,-0.126797959208,104
1531943883098684328,3467,1531943883092334031,NED,-15.5199995041,160.082824707,-0.177517026663,104
1531943883149302704,3468,1531943883148557145,NED,-15.5199995041,160.082824707,-0.177517026663,104
1531943883212866216,3469,1531943883212283215,NED,-15.4299993515,146.1459198,-0.211329802871,103
1531943883262332606,3470,1531943883256524159,NED,-15.4299993515,146.1459198,-0.211329802871,103
1531943883300069271,3471,1531943883298829797,NED,-15.3299999237,128.63293457,-0.219782993197,103
1531943883368131356,3472,1531943883366879978,NED,-15.3299999237,128.63293457,-0.219782993197,103
1531943883445271772,3473,1531943883443457104,NED,-15.2299995422,123.132034302,-0.228236094117,103
1531943883528523383,3474,1531943883527197446,NED,-15.1199998856,122.418121338,-0.21978290379,103
1531943883558214410,3475,1531943883556938201,NED,-15.029999733,108.442398071,-0.20287643373,102
1531943883620546672,3476,1531943883615921700,NED,-15.029999733,108.442398071,-0.20287643373,102
1531943883650935803,3477,1531943883649872167,NED,-15.029999733,108.442398071,-0.20287643373,102
1531943883765981650,3478,1531943883755954914,NED,-14.9299993515,102.765945435,-0.185970053077,102
1531943883819079743,3479,1531943883818236328,NED,-14.8499994278,98.193359375,-0.177516773343,102
1531943883884078663,3480,1531943883881456324,NED,-14.7899999619,85.1758956909,-0.160610407591,102
1531943883918286727,3481,1531943883912128524,NED,-14.7899999619,85.1758956909,-0.160610407591,102
1531943884011790256,3482,1531943884010012580,NED,-14.75,64.0306472778,-0.135250881314,102
1531943884084780799,3483,1531943884084205957,NED,-14.75,50.7594108582,-0.0929849520326,102
1531943884144549122,3484,1531943884143923945,NED,-14.75,50.7594108582,-0.0929849520326,102
1531943884184489827,3485,1531943884183182034,NED,-14.7599992752,39.1947746277,-0.0422658845782,102
1531943884232555209,3486,1531943884231907792,NED,-14.7599992752,39.1947746277,-0.0422658845782,102
1531943884290060518,3487,1531943884286369999,NED,-14.7899999619,53.4912109375,0.0422658473253,102
1531943884327715328,3488,1531943884324094729,NED,-14.7899999619,53.4912109375,0.0422658473253,102
1531943884411947154,3489,1531943884407761312,NED,-14.8199996948,51.2327194214,0.135250717402,102
1531943884429510445,3490,1531943884428269147,NED,-14.8199996948,51.2327194214,0.135250717402,102
1531943884480114967,3491,1531943884478503817,NED,-14.8599996567,37.5966072083,0.236688762903,102
1531943884567058218,3492,1531943884565374525,NED,-14.8599996567,37.5966072083,0.236688762903,102
1531943884591982355,3493,1531943884586648175,NED,-14.9099998474,34.5015525818,0.355033040047,102
1531943884615615210,3494,1531943884611917524,NED,-14.9099998474,34.5015525818,0.355033040047,102
1531943884712842314,3495,1531943884699997210,NED,-14.9699993134,37.0095252991,0.473377406597,103
1531943884736331395,3496,1531943884735235152,NED,-14.9699993134,37.0095252991,0.473377406597,103
1531943884780096026,3497,1531943884778569547,NED,-15.0399999619,53.538608551,0.591721236706,103
1531943884811381020,3498,1531943884810374183,NED,-15.0399999619,53.538608551,0.591721236706,103
1531943884855185809,3499,1531943884854275132,NED,-15.0399999619,53.538608551,0.591721236706,103
1531943884888763770,3500,1531943884885433599,NED,-15.1099996567,57.8585624695,0.710065484047,103
1531943884953308295,3501,1531943884948803514,NED,-15.1099996567,57.8585624695,0.710065484047,103
1531943885007872229,3502,1531943885006811057,NED,-15.1799993515,81.7223510742,0.828409612179,103
1531943885039235110,3503,1531943885034819704,NED,-15.1799993515,81.7223510742,0.828409612179,103
1531943885078978954,3504,1531943885077363932,NED,-15.25,77.1032333374,0.938300669193,103
1531943885150078896,3505,1531943885148825950,NED,-15.25,77.1032333374,0.938300669193,103
1531943885165394821,3506,1531943885163408699,NED,-15.25,77.1032333374,0.938300669193,103
1531943885198640337,3507,1531943885197745179,NED,-15.3199996948,68.3178863525,1.03128540516,104
1531943885227773196,3508,1531943885226691864,NED,-15.3199996948,68.3178863525,1.03128540516,104
1531943885293263952,3509,1531943885292674679,NED,-15.3899993896,79.2345046997,1.12426960468,104
1531943885350941196,3510,1531943885349973975,NED,-15.3899993896,79.2345046997,1.12426960468,104
1531943885395576537,3511,1531943885393977259,NED,-15.4600000381,93.306350708,1.20880115032,104
1531943885461994259,3512,1531943885457920897,NED,-15.4600000381,93.306350708,1.20880115032,104
1531943885487735604,3513,1531943885486788574,NED,-15.5199995041,103.160186768,1.27642583847,105
1531943885543893152,3514,1531943885543126985,NED,-15.5199995041,103.160186768,1.27642583847,105
1531943885616034746,3515,1531943885615072453,NED,-15.5599994659,110.773757935,1.33559799194,105
1531943885649606851,3516,1531943885642941326,NED,-15.5599994659,110.773757935,1.33559799194,105
1531943885726643335,3517,1531943885724586461,NED,-15.5899991989,106.876663208,1.38631629944,105
1531943885753721016,3518,1531943885753095903,NED,-15.5899991989,106.876663208,1.38631629944,105
1531943885799214044,3519,1531943885797983049,NED,-15.6099996567,98.3307800293,1.42012882233,106
1531943885840165234,3520,1531943885839545369,NED,-15.6099996567,98.3307800293,1.42012882233,106
1531943885876417949,3521,1531943885869417387,NED,-15.6099996567,95.1481781006,1.4454883337,106
1531943885912545098,3522,1531943885911089306,NED,-15.6099996567,95.1481781006,1.4454883337,106
1531943885961995137,3523,1531943885956555934,NED,-15.6099996567,95.1481781006,1.4454883337,106
1531943885998752902,3524,1531943885997604787,NED,-15.6099996567,91.1106109619,1.46239352226,106
1531943886064857157,3525,1531943886064094445,NED,-15.6099996567,91.1106109619,1.46239352226,106
1531943886090625189,3526,1531943886090079947,NED,-15.5899991989,90.3434753418,1.47084665298,107
1531943886150897093,3527,1531943886146515190,NED,-15.5899991989,90.3434753418,1.47084665298,107
1531943886197840793,3528,1531943886193762791,NED,-15.5499992371,90.948677063,1.46239340305,107
1531943886234840988,3529,1531943886230791113,NED,-15.5499992371,90.948677063,1.46239340305,107
1531943886340133158,3530,1531943886339195184,NED,-15.5,71.7347106934,1.44548714161,107
1531943886431702600,3531,1531943886429001030,NED,-15.4499998093,74.9126434326,1.4032201767,108
1531943886454685703,3532,1531943886454021231,NED,-15.4499998093,74.9126434326,1.4032201767,108
1531943886529621187,3533,1531943886527821335,NED,-15.3899993896,80.7962417603,1.35250127316,108
1531943886555175398,3534,1531943886554212625,NED,-15.3899993896,80.7962417603,1.35250127316,108
1531943886618462500,3535,1531943886617530510,NED,-15.3199996948,69.0046310425,1.28487622738,108
1531943886656275070,3536,1531943886655192138,NED,-15.3199996948,69.0046310425,1.28487622738,108
1531943886721697540,3537,1531943886718035181,NED,-15.2699995041,46.97265625,1.20034456253,109
1531943886754224281,3538,1531943886753209221,NED,-15.2699995041,46.97265625,1.20034456253,109
1531943886811480539,3539,1531943886810385671,NED,-15.2399997711,23.946762085,1.09045398235,109
1531943886882310628,3540,1531943886881000979,NED,-15.2299995422,0.232410430908,0.96365660429,110
1531943886895965068,3541,1531943886895135605,NED,-15.2299995422,0.232410430908,0.96365660429,110
1531943886945125447,3542,1531943886943294428,NED,-15.2299995422,0.232410430908,0.96365660429,110
1531943887025032236,3543,1531943887012330522,NED,-15.25,-4.2573928833,0.81995344162,110
1531943887068215787,3544,1531943887067450868,NED,-15.25,-4.2573928833,0.81995344162,110
1531943887097046730,3545,1531943887095245694,NED,-15.2599992752,13.2328987122,0.676250219345,110
1531943887137291017,3546,1531943887136774063,NED,-15.2599992752,13.2328987122,0.676250219345,110
1531943887195530080,3547,1531943887189637506,NED,-15.279999733,18.119430542,0.515640497208,111
1531943887224505310,3548,1531943887223580392,NED,-15.279999733,18.119430542,0.515640497208,111
1531943887295190186,3549,1531943887289795654,NED,-15.3099994659,28.7804603577,0.363484293222,111
1531943887336135618,3550,1531943887335423530,NED,-15.3099994659,28.7804603577,0.363484293222,111
1531943887410602596,3551,1531943887409286067,NED,-15.3299999237,41.8480873108,0.211327970028,112
1531943887428976503,3552,1531943887426998125,NED,-15.3299999237,41.8480873108,0.211327970028,112
1531943887493666630,3553,1531943887492602674,NED,-15.3399991989,29.2791366577,0.0676249489188,112
1531943887547155570,3554,1531943887545570884,NED,-15.3399991989,29.2791366577,0.0676249489188,112
1531943887606938968,3555,1531943887605838853,NED,-15.3499994278,27.0439147949,-0.0760780647397,113
1531943887638371770,3556,1531943887637455172,NED,-15.3499994278,27.0439147949,-0.0760780647397,113
1531943887692747740,3557,1531943887691906438,NED,-15.3499994278,41.4689064026,-0.202874734998,113
1531943887744943991,3558,1531943887744093504,NED,-15.3499994278,41.4689064026,-0.202874734998,113
1531943887806436905,3559,1531943887805730705,NED,-15.3399991989,50.3713607788,-0.329671412706,114
1531943887860510671,3560,1531943887859127326,NED,-15.3399991989,50.3713607788,-0.329671412706,114
1531943887917949999,3561,1531943887916776892,NED,-15.3099994659,47.9592323303,-0.448014855385,115
1531943887944480935,3562,1531943887943553170,NED,-15.3099994659,47.9592323303,-0.448014855385,115
1531943888020612727,3563,1531943888018899466,NED,-15.2599992752,63.0192756653,-0.540999054909,115
1531943888045601281,3564,1531943888043753846,NED,-15.2599992752,63.0192756653,-0.540999054909,115
1531943888115654838,3565,1531943888111853696,NED,-15.1999998093,73.8841094971,-0.617076992989,116
1531943888142211278,3566,1531943888141298424,NED,-15.1999998093,73.8841094971,-0.617076992989,116
1531943888191001679,3567,1531943888189825756,NED,-15.1399993896,78.8967132568,-0.667795181274,117
1531943888236248376,3568,1531943888235696830,NED,-15.1399993896,78.8967132568,-0.667795181274,117
1531943888384041163,3569,1531943888380155990,NED,-15.0099992752,61.1371994019,-0.735419750214,118
1531943888480250557,3570,1531943888479638147,NED,-14.9499998093,46.5392112732,-0.743872880936,119
1531943888505172807,3571,1531943888503832662,NED,-14.9499998093,46.5392112732,-0.743872880936,119
1531943888546034401,3572,1531943888544084758,NED,-14.9499998093,46.5392112732,-0.743872880936,119
1531943888610249462,3573,1531943888609354848,NED,-14.8899993896,49.9871253967,-0.752325952053,120
1531943888638101280,3574,1531943888636558097,NED,-14.8899993896,49.9871253967,-0.752325952053,120
1531943888668973705,3575,1531943888668193617,NED,-14.8199996948,38.8743400574,-0.743872523308,121
1531943888736081662,3576,1531943888734604302,NED,-14.8199996948,38.8743400574,-0.743872523308,121
1531943888767825245,3577,1531943888767450849,NED,-14.75,20.6792831421,-0.726966321468,122
1531943888817207383,3578,1531943888816763516,NED,-14.75,20.6792831421,-0.726966321468,122
1531943888969799765,3579,1531943888969067965,NED,-14.6199998856,6.1351776123,-0.659341275692,123
1531943889035544698,3580,1531943889033354322,NED,-14.6199998856,6.1351776123,-0.659341275692,123
1531943889087818293,3581,1531943889087199356,NED,-14.5599994659,10.6803894043,-0.608622729778,124
1531943889139056316,3582,1531943889136227547,NED,-14.5599994659,10.6803894043,-0.608622729778,124
1531943889204228392,3583,1531943889203386993,NED,-14.5099992752,-0.597953796387,-0.607450664043,125
1531943889217080089,3584,1531943889216477311,NED,-14.5099992752,-0.597953796387,-0.607450664043,125
1531943889275187123,3585,1531943889274442427,NED,-14.4600000381,-10.7524871826,-0.518696367741,126
1531943889284253934,3586,1531943889283664917,NED,-14.4600000381,-10.7524871826,-0.518696367741,126
1531943889374666786,3587,1531943889372785686,NED,-14.4399995804,-22.3146438599,-0.746932923794,127
1531943889398559672,3588,1531943889397891167,NED,-14.4399995804,-22.3146438599,-0.746932923794,127
1531943889458090819,3589,1531943889457456330,NED,-14.4399995804,-22.3146438599,-0.746932923794,127
1531943889487267614,3590,1531943889486104203,NED,-14.4299993515,-32.2286605835,-0.619784712791,128
1531943889580028119,3591,1531943889576234946,NED,-14.4399995804,-34.8133087158,-0.484363138676,130
1531943889607830787,3592,1531943889603593074,NED,-14.4399995804,-34.8133087158,-0.484363138676,130
1531943889631928247,3593,1531943889628000578,NED,-14.4399995804,-34.8133087158,-0.484363138676,130
1531943889716004176,3594,1531943889711791423,NED,-14.4499998093,-20.6121444702,-0.768383324146,131
1531943889763223460,3595,1531943889760056199,NED,-14.4499998093,-20.6121444702,-0.768383324146,131
1531943889789497632,3596,1531943889788724552,NED,-14.4799995422,-27.2966384888,-0.602701365948,132
1531943889834720777,3597,1531943889831950856,NED,-14.4799995422,-27.2966384888,-0.602701365948,132
1531943889918423111,3598,1531943889916154880,NED,-14.5099992752,-28.0519485474,-1.54397547245,133
1531943889967645572,3599,1531943889964769156,NED,-14.5099992752,-28.0519485474,-1.54397547245,133
1531943890015858573,3600,1531943890015469553,NED,-14.5499992371,-19.2157745361,-1.32296550274,134
1531943890062893667,3601,1531943890059125581,NED,-14.5999994278,-20.0134277344,-2.20028996468,135
1531943890101941266,3602,1531943890100872669,NED,-14.5999994278,-20.0134277344,-2.20028996468,135
1531943890144467034,3603,1531943890139857261,NED,-14.5999994278,-20.0134277344,-2.20028996468,135
1531943890213023585,3604,1531943890210518717,NED,-14.6599998474,-23.8121032715,-1.93454039097,136
1531943890246391855,3605,1531943890245100669,NED,-14.6599998474,-23.8121032715,-1.93454039097,136
1531943890291555002,3606,1531943890290858786,NED,-14.7299995422,-28.6874771118,-1.68416404724,137
1531943890345287782,3607,1531943890344474255,NED,-14.7299995422,-28.6874771118,-1.68416404724,137
1531943890411261034,3608,1531943890410643761,NED,-14.7999992371,-26.9069671631,-2.70003032684,138
1531943890451759593,3609,1531943890449971644,NED,-14.7999992371,-26.9069671631,-2.70003032684,138
1531943890485954861,3610,1531943890485374356,NED,-14.8899993896,-28.2245635986,-2.39217185974,139
1531943890531105144,3611,1531943890529978725,NED,-14.8899993896,-28.2245635986,-2.39217185974,139
1531943890607860933,3612,1531943890606049401,NED,-14.9600000381,-5.55286407471,-4.41229343414,140
1531943890643523577,3613,1531943890641682030,NED,-14.9600000381,-5.55286407471,-4.41229343414,140
1531943890707812080,3614,1531943890706136003,NED,-15.0199995041,16.4044380188,-3.99348306656,141
1531943890769036297,3615,1531943890767138878,NED,-15.0199995041,16.4044380188,-3.99348306656,141
1531943890790708824,3616,1531943890788103125,NED,-15.0699996948,34.8168373108,-3.5797264576,143
1531943890850971260,3617,1531943890850314147,NED,-15.0699996948,34.8168373108,-3.5797264576,143
1531943890923518903,3618,1531943890922797471,NED,-15.0899991989,29.4207572937,-4.81637525558,144
1531943890995057725,3619,1531943890994567619,NED,-15.1300001144,10.0382804871,-4.34092330933,145
1531943891041673305,3620,1531943891037555654,NED,-15.1300001144,10.0382804871,-4.34092330933,145
1531943891097962281,3621,1531943891097404015,NED,-15.1599998474,11.0445022583,-6.36769723892,146
1531943891164016141,3622,1531943891162529246,NED,-15.1599998474,11.0445022583,-6.36769723892,146
1531943891212911856,3623,1531943891212035865,NED,-15.1899995804,12.5980377197,-5.77428674698,147
1531943891245171370,3624,1531943891244787566,NED,-15.1899995804,12.5980377197,-5.77428674698,147
1531943891325850604,3625,1531943891325251155,NED,-15.2100000381,14.4989013672,-5.19383049011,148
1531943891354170611,3626,1531943891351686830,NED,-15.2100000381,14.4989013672,-5.19383049011,148
1531943891395764774,3627,1531943891395363178,NED,-15.2100000381,2.53086090088,-6.232462883,149
1531943891487991016,3628,1531943891487048050,NED,-15.2100000381,1.72281265259,-5.60022449493,150
1531943891524797904,3629,1531943891523916090,NED,-15.2100000381,1.72281265259,-5.60022449493,150
1531943891550485588,3630,1531943891549390912,NED,-15.2100000381,1.72281265259,-5.60022449493,150
1531943891599133177,3631,1531943891596506390,NED,-15.1999998093,4.71839904785,-4.99550247192,151
1531943891628940942,3632,1531943891627936057,NED,-15.1999998093,4.71839904785,-4.99550247192,151
1531943891728687837,3633,1531943891720319482,NED,-15.1999998093,3.32918167114,-6.76955223083,152
1531943891743422170,3634,1531943891742693922,NED,-15.1999998093,3.32918167114,-6.76955223083,152
1531943891793322961,3635,1531943891790547536,NED,-15.2100000381,-1.85813903809,-6.07801198959,153
1531943891834690375,3636,1531943891834080014,NED,-15.2100000381,-1.85813903809,-6.07801198959,153
1531943891889356745,3637,1531943891888693136,NED,-15.2199993134,36.1159324646,-6.99387598038,154
1531943892000419259,3638,1531943891999675619,NED,-15.2199993134,62.7336502075,-6.24577617645,155
1531943892071186796,3639,1531943892069724956,NED,-15.2299995422,70.3511199951,-5.50979948044,156
1531943892133218621,3640,1531943892129951361,NED,-15.2299995422,70.3511199951,-5.50979948044,156
1531943892157273875,3641,1531943892153494109,NED,-15.2299995422,70.3511199951,-5.50979948044,156
1531943892244881258,3642,1531943892238021014,NED,-15.2299995422,67.3586883545,-7.12066507339,156
1531943892290097398,3643,1531943892289100609,NED,-15.2199993134,66.6670837402,-6.28603696823,157
1531943892344955703,3644,1531943892344170687,NED,-15.2199993134,66.6670837402,-6.28603696823,157
1531943892411861906,3645,1531943892410928349,NED,-15.2199993134,72.4923095703,-7.10067129135,158
1531943892493708489,3646,1531943892491847581,NED,-15.2100000381,48.1428146362,-6.24465322495,159
1531943892524448085,3647,1531943892523613950,NED,-15.2100000381,48.1428146362,-6.24465322495,159
1531943892573566165,3648,1531943892573023547,NED,-15.1899995804,56.9298744202,-5.40477371216,160
1531943892593273179,3649,1531943892591176626,NED,-15.1899995804,56.9298744202,-5.40477371216,160
1531943892643428432,3650,1531943892642848695,NED,-15.1899995804,56.9298744202,-5.40477371216,160
1531943892711663645,3651,1531943892709137145,NED,-15.1499996185,62.4068260193,-6.93416166306,161
1531943892766359712,3652,1531943892764431509,NED,-15.1499996185,62.4068260193,-6.93416166306,161
1531943892786860605,3653,1531943892786299107,NED,-15.0999994278,85.6384277344,-5.98271226883,162
1531943892839187738,3654,1531943892838491106,NED,-15.0999994278,85.6384277344,-5.98271226883,162
1531943892903297365,3655,1531943892902530717,NED,-15.029999733,110.651489258,-6.71960544586,163
1531943892933469095,3656,1531943892932937837,NED,-15.029999733,110.651489258,-6.71960544586,163
1531943893013850926,3657,1531943893013044407,NED,-14.9099998474,117.260742188,-5.71827793121,163
1531943893028433517,3658,1531943893027710677,NED,-14.9099998474,117.260742188,-5.71827793121,163
1531943893090102467,3659,1531943893088182137,NED,-14.7699995041,89.1135253906,-7.31922483444,164
1531943893148241153,3660,1531943893147514697,NED,-14.7699995041,89.1135253906,-7.31922483444,164
1531943893221615990,3661,1531943893216896971,NED,-14.6099996567,39.6189689636,-6.25741767883,165
1531943893256981392,3662,1531943893255885916,NED,-14.6099996567,39.6189689636,-6.25741767883,165
1531943893339964475,3663,1531943893333538146,NED,-14.4600000381,6.49995803833,-5.2223482132,166
1531943893398975119,3664,1531943893397093411,NED,-14.3099994659,-26.7581939697,-5.0531873703,167
1531943893446902493,3665,1531943893443298629,NED,-14.3099994659,-26.7581939697,-5.0531873703,167
1531943893522761783,3666,1531943893521991199,NED,-14.1899995804,-71.1893081665,-4.06794643402,167
1531943893588295555,3667,1531943893584432525,NED,-14.0900001526,-81.0813903809,-6.41340684891,168
1531943893622892101,3668,1531943893620994585,NED,-14.0900001526,-81.0813903809,-6.41340684891,168
1531943893707498142,3669,1531943893706752902,NED,-14.0099992752,-103.845024109,-5.34410572052,168
1531943893791586909,3670,1531943893790415690,NED,-13.9499998093,-121.654510498,-4.31605243683,169
1531943893808127718,3671,1531943893805323205,NED,-13.9499998093,-121.654510498,-4.31605243683,169
1531943893878078721,3672,1531943893876854670,NED,-13.8999996185,-118.63079071,-4.83634996414,169
1531943893967168904,3673,1531943893966492688,NED,-13.8999996185,-118.63079071,-4.83634996414,169
1531943893988205728,3674,1531943893987314538,NED,-13.8400001526,-125.015640259,-3.81958079338,170
1531943894027515758,3675,1531943894026380411,NED,-13.8400001526,-125.015640259,-3.81958079338,170
1531943894092692255,3676,1531943894090601718,NED,-13.7899999619,-151.124389648,-2.86634206772,170
1531943894129356106,3677,1531943894127109987,NED,-13.7899999619,-151.124389648,-2.86634206772,170
1531943894170276903,3678,1531943894169033013,NED,-13.7599992752,-181.651885986,-3.80568885803,171
1531943894219849060,3679,1531943894218448115,NED,-13.7599992752,-181.651885986,-3.80568885803,171
1531943894276518771,3680,1531943894275570013,NED,-13.7599992752,-198.529434204,-2.83840942383,171
1531943894352785321,3681,1531943894342263613,NED,-13.7599992752,-198.529434204,-2.83840942383,171
1531943894396940770,3682,1531943894395456498,NED,-13.7599992752,-200.261108398,-2.41638922691,171
1531943894416598313,3683,1531943894415937936,NED,-13.7599992752,-200.261108398,-2.41638922691,171
1531943894453024439,3684,1531943894451835172,NED,-13.7599992752,-200.261108398,-2.41638922691,171
1531943894507875770,3685,1531943894505798225,NED,-13.779999733,-200.572387695,-1.52670347691,171
1531943894551236187,3686,1531943894550540003,NED,-13.779999733,-200.572387695,-1.52670347691,171
1531943894634397446,3687,1531943894633576815,NED,-13.7999992371,-206.801223755,-2.07027816772,171
1531943894717655023,3688,1531943894716130400,NED,-13.8400001526,-211.412994385,-1.24115240574,171
1531943894747739299,3689,1531943894742282335,NED,-13.8400001526,-211.412994385,-1.24115240574,171
1531943894798669745,3690,1531943894798001144,NED,-13.8899993896,-210.63671875,-0.501517593861,171
1531943894849053253,3691,1531943894843808767,NED,-13.8899993896,-210.63671875,-0.501517593861,171
1531943894879446870,3692,1531943894871949160,NED,-13.9499998093,-220.975494385,-0.133119657636,171
1531943894930048711,3693,1531943894929400078,NED,-13.9499998093,-220.975494385,-0.133119657636,171
1531943894971114338,3694,1531943894967767879,NED,-14.0199995041,-224.135406494,0.459619194269,171
1531943895007244211,3695,1531943895006374525,NED,-14.0199995041,-224.135406494,0.459619194269,171
1531943895094922989,3696,1531943895078576577,NED,-14.0999994278,-217.444610596,0.857950985432,171
1531943895114224537,3697,1531943895111557718,NED,-14.0999994278,-217.444610596,0.857950985432,171
1531943895170581996,3698,1531943895169317370,NED,-14.1899995804,-214.391906738,1.30317664146,171
1531943895232773822,3699,1531943895231700714,NED,-14.1899995804,-214.391906738,1.30317664146,171
1531943895296425601,3700,1531943895295298573,NED,-14.2899999619,-207.726104736,1.66978263855,170
1531943895314725559,3701,1531943895309204980,NED,-14.2899999619,-207.726104736,1.66978263855,170
1531943895372830263,3702,1531943895372119327,NED,-14.4099998474,-174.47567749,1.97034358978,170
1531943895409847167,3703,1531943895409297445,NED,-14.4099998474,-174.47567749,1.97034358978,170
1531943895463048085,3704,1531943895462138207,NED,-14.5199995041,-152.496917725,2.21524500847,169
