time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.framing_status,.magic,.len,.incompat_flags,.compat_flags,.seq,.sysid,.compid,.msgid,.checksum,.payload64,.signature
2018/07/18/15:57:46.207161,46072,1531943866,206885305,,1,254,28,0,0,54,1,1,32,2717,"(14000802887640208936L, 13999457157371831190L, 13944948849040449379L, 4469575769384071740)",
2018/07/18/15:57:46.233090,46073,1531943866,232697776,,1,254,31,0,0,55,1,1,1,3821,"(99638014348753983, 1142485548095, 65535, 4539346949412749312)",
2018/07/18/15:57:46.234635,46074,1531943866,234335869,,1,254,6,0,0,56,1,1,125,46206,"(99360697172431648,)",
2018/07/18/15:57:46.235711,46075,1531943866,235393841,,1,254,4,0,0,57,1,1,152,8725,"(99360699565735936,)",
2018/07/18/15:57:46.236530,46076,1531943866,236240263,,1,254,2,0,0,58,1,1,42,52865,"(99360699565735936,)",
2018/07/18/15:57:46.237675,46077,1531943866,237380954,,1,254,26,0,0,59,1,1,62,32590,"(4588627589915161395, 4766512501702000640, 18421973898869034979L, 4539346949412749452)",
2018/07/18/15:57:46.242092,46078,1531943866,241182478,,1,254,51,0,0,60,1,1,87,26106,"(1743390163898127934, 4881388308592085572, 13943144449397314460L, 4466891412090000249, 4525674293639929303, 4717902807024271360, 3618418210673917944)",
2018/07/18/15:57:46.249696,46079,1531943866,248700376,,1,254,26,0,0,61,1,1,27,37437,"(972371095, 36868518959382641, 39969176098177092, 4466891412089995739)",
2018/07/18/15:57:46.252029,46080,1531943866,250406724,,1,254,22,0,0,62,1,1,116,13706,"(18436329856054515283L, 18400019369320250284L, 39689401958531264)",
2018/07/18/15:57:46.252843,46081,1531943866,252319694,,1,254,14,0,0,63,1,1,29,42185,"(4932271611581486675, 18400043246101127324L)",
2018/07/18/15:57:46.276177,46082,1531943866,275859264,,1,254,20,0,0,64,1,1,74,64923,"(4721595027199649637, 13803718728032282869L, 39689401942999317)",
2018/07/18/15:57:46.278374,46083,1531943866,278040422,,1,254,28,0,0,65,1,1,30,43392,"(4334007895886583396, 13814671624673209190L, 4392346227255009876, 4466891412665685290)",
2018/07/18/15:57:46.281799,46084,1531943866,279220921,,1,254,24,0,0,66,1,1,178,17917,"(4370307266125502633, 3220009245, 0)",
2018/07/18/15:57:46.284707,46085,1531943866,284415517,,1,254,40,0,0,67,1,1,182,57281,"(4418219690034560312, 4883309374169649830, 15015134336405054083L, 0, 0)",
2018/07/18/15:57:46.285805,46086,1531943866,285428530,,1,254,31,0,0,68,1,1,1,54350,"(99638014348753983, 1151075482687, 65535, 71776119061217280)",
2018/07/18/15:57:46.286839,46087,1531943866,286528709,,1,254,6,0,0,69,1,1,125,27148,"(99360697169285988,)",
2018/07/18/15:57:46.287699,46088,1531943866,287432986,,1,254,4,0,0,70,1,1,152,23283,"(99360699565735936,)",
2018/07/18/15:57:46.290095,46089,1531943866,289792255,,1,254,2,0,0,71,1,1,42,61826,"(99360699565735936,)",
2018/07/18/15:57:46.291512,46090,1531943866,291072209,,1,254,26,0,0,72,1,1,62,28346,"(4599796514931049759, 4734354436584342814, 18421973898869034979L, 71776119061217419)",
2018/07/18/15:57:46.295256,46091,1531943866,294732743,,1,254,51,0,0,73,1,1,87,12565,"(1743390163898127992, 4881388308592085572, 13943144449397314460L, 4455838214969496441, 4518488495526149833, 4718760194165702656, 3618418210673917944)",
2018/07/18/15:57:46.305289,46092,1531943866,304786547,,1,254,31,0,0,74,1,1,1,52431,"(99638014348753983, 1129600646207, 65535, 4467289355374821376)",
2018/07/18/15:57:46.306876,46093,1531943866,306576894,,1,254,6,0,0,75,1,1,125,363,"(99360697169285965,)",
2018/07/18/15:57:46.309444,46094,1531943866,308509352,,1,254,4,0,0,76,1,1,152,48835,"(99360699565735936,)",
2018/07/18/15:57:46.344793,46095,1531943866,344518090,,1,254,2,0,0,77,1,1,42,6357,"(99360699565735936,)",
2018/07/18/15:57:46.345830,46096,1531943866,345436832,,1,254,30,0,0,78,1,1,24,5963,"(972430000, 15015135702204654200L, 30962513726541702, 4467309165537461916)",
2018/07/18/15:57:46.346952,46097,1531943866,346384725,,1,254,26,0,0,79,1,1,62,9492,"(4599796514931049759, 4734354436584342814, 18421973898869034979L, 4467309165537460363)",
2018/07/18/15:57:46.350945,46098,1531943866,350479558,,1,254,51,0,0,80,1,1,87,54861,"(1743390163898128035, 4881388308592085572, 13943144449397314460L, 4449981430060946297, 4510354050805830269, 4718760194165702656, 3618418210673917944)",
2018/07/18/15:57:46.352915,46099,1531943866,352633837,,1,254,26,0,0,81,1,1,27,37852,"(972455621, 42498138748813393, 41376512328269824, 4449981430060941782)",
2018/07/18/15:57:46.353771,46100,1531943866,353578466,,1,254,22,0,0,82,1,1,116,55750,"(18421411471835453095L, 18405930086134119346L, 41096772547641525)",
2018/07/18/15:57:46.354429,46101,1531943866,354163963,,1,254,14,0,0,83,1,1,29,8127,"(4932271113365280423, 18405672741340526658L)",
2018/07/18/15:57:46.356454,46102,1531943866,356233028,,1,254,9,0,0,252,255,190,0,59435,"(8821862825984, 18405672741340526595L)",
2018/07/18/15:57:46.357517,46103,1531943866,357308023,,1,253,9,0,0,253,255,190,0,34164,"(8821862825984, 18405672741340526595L)",
2018/07/18/15:57:46.358597,46104,1531943866,358393483,,1,254,31,0,0,84,1,1,1,50345,"(99638014348753983, 1176845286463, 65535, 4467289355374821376)",
2018/07/18/15:57:46.359626,46105,1531943866,359429631,,1,254,6,0,0,85,1,1,125,20919,"(99360697174528884,)",
2018/07/18/15:57:46.365524,46106,1531943866,365245500,,1,254,4,0,0,86,1,1,152,42343,"(99360699565735936,)",
2018/07/18/15:57:46.366332,46107,1531943866,366119602,,1,254,2,0,0,87,1,1,42,17483,"(99360699565735936,)",
2018/07/18/15:57:46.367189,46108,1531943866,366940232,,1,254,26,0,0,88,1,1,62,14803,"(4609524289440401326, 4716318760806844989, 18421973898868941598L, 4467289355374821514)",
2018/07/18/15:57:46.399092,46109,1531943866,398757307,,1,254,51,0,0,89,1,1,87,44090,"(1743390163898128095, 4881388308592085572, 13943144449397314460L, 4435585008922399609, 4502138813455708401, 4719086371162030080, 3618418210673917944)",
2018/07/18/15:57:46.401820,46110,1531943866,401514779,,1,254,21,0,0,90,1,1,36,8086,"(427848408023653083, 425878138147440012, 13943144446472488412L)",
2018/07/18/15:57:46.403280,46111,1531943866,402970378,,1,254,22,0,0,91,1,1,35,47323,"(436855666436396768, 573091397803378188, 13943144446472487903L)",
2018/07/18/15:57:46.407536,46112,1531943866,407123482,,1,254,42,0,0,92,1,1,65,14131,"(436855666436396768, 573091397803378188, 426159617453851615, 426159617419642346, 99223018, 4719086371162030096)",
2018/07/18/15:57:46.407758,46113,1531943866,407407191,,1,254,31,0,0,93,1,1,1,35869,"(99638014348753983, 1245564763199, 65535, 432064089250856960)",
2018/07/18/15:57:46.407771,46114,1531943866,407575189,,1,254,6,0,0,94,1,1,125,47405,"(99360697174004593,)",
2018/07/18/15:57:46.422847,46115,1531943866,422496266,,1,254,4,0,0,95,1,1,152,38736,"(99360699565735936,)",
2018/07/18/15:57:46.423924,46116,1531943866,423639421,,1,254,2,0,0,96,1,1,42,21785,"(99360699565735936,)",
2018/07/18/15:57:46.425170,46117,1531943866,424913006,,1,254,26,0,0,97,1,1,62,45493,"(4609524289440401326, 4716318760806844989, 18421973898868941598L, 432064089250857098)",
2018/07/18/15:57:46.452578,46118,1531943866,451850424,,1,254,51,0,0,98,1,1,87,11984,"(1743390163898128154, 4881388308592085572, 13943144449397314460L, 4424666476206494585, 4495632466283252789, 4719086371162030080, 3618418210673917944)",
2018/07/18/15:57:46.453367,46119,1531943866,452888940,,1,254,28,0,0,99,1,1,33,50623,"(1743353214294480666, 1695570685097912, 17972740234403693353L, 4424666475404066838)",
2018/07/18/15:57:46.476115,46120,1531943866,475479177,,1,254,28,0,0,100,1,1,32,7174,"(14000785737835796269L, 13999392664145634695L, 13945083899983051191L, 4424666474637176482)",
2018/07/18/15:57:46.477051,46121,1531943866,476470717,,1,254,26,0,0,101,1,1,27,63471,"(972589056, 18437732304606462029L, 44191274986766366, 4424666474637165009)",
2018/07/18/15:57:46.477981,46122,1531943866,477574097,,1,254,22,0,0,102,1,1,116,4585,"(18434077880147171117L, 18434077673987832769L, 43911556674355354)",
2018/07/18/15:57:46.478990,46123,1531943866,478473190,,1,254,14,0,0,103,1,1,29,52807,"(4932268995946403629, 18433820239011499529L)",
2018/07/18/15:57:46.479888,46124,1531943866,479454651,,1,254,31,0,0,104,1,1,1,13747,"(99638014348753983, 1245564763199, 65535, 4467289355374821376)",
2018/07/18/15:57:46.482367,46125,1531943866,482001982,,1,254,6,0,0,105,1,1,125,62943,"(99360697172431716,)",
2018/07/18/15:57:46.483226,46126,1531943866,482853428,,1,254,4,0,0,106,1,1,152,60901,"(99360699565735936,)",
2018/07/18/15:57:46.486295,46127,1531943866,485866545,,1,254,2,0,0,107,1,1,42,9115,"(99360699565735936,)",
2018/07/18/15:57:46.488998,46128,1531943866,488624818,,1,254,26,0,0,108,1,1,62,33800,"(4614568320508918497, 4667773140597137735, 18421973898868941598L, 4467289355374821513)",
2018/07/18/15:57:46.491987,46129,1531943866,490315582,,1,254,51,0,0,109,1,1,87,33241,"(1743390163898128192, 4881388308592085572, 13943144449397314460L, 4415279472993768313, 4486299571068524041, 4719491974988562432, 3618418210673917944)",
2018/07/18/15:57:46.507267,46130,1531943866,506860256,,1,254,31,0,0,110,1,1,1,44194,"(99638014348753983, 1224089926719, 65535, 4467289355374821376)",
2018/07/18/15:57:46.508814,46131,1531943866,508529261,,1,254,6,0,0,111,1,1,125,5789,"(99360697172759377,)",
2018/07/18/15:57:46.509494,46132,1531943866,509271524,,1,254,4,0,0,112,1,1,152,63041,"(99360699565735936,)",
2018/07/18/15:57:46.510018,46133,1531943866,509802366,,1,254,2,0,0,113,1,1,42,32517,"(99360699565735936,)",
2018/07/18/15:57:46.510903,46134,1531943866,510619637,,1,254,26,0,0,114,1,1,62,8408,"(4614568320508918497, 4667773140597137735, 18421973898868941598L, 4467289355374821513)",
2018/07/18/15:57:46.526850,46135,1531943866,526067107,,1,254,51,0,0,115,1,1,87,15021,"(1743390163898128235, 4881388308592085572, 13943144449397314460L, 4409115353110418297, 4478740458692341014, 4719491974988562432, 3618418210673917944)",
2018/07/18/15:57:46.554018,46136,1531943866,553682854,,1,254,26,0,0,116,1,1,27,38712,"(972671185, 18412962656980107348L, 44191274988470292, 4409115353110413777)",
2018/07/18/15:57:46.555991,46137,1531943866,555687983,,1,254,22,0,0,117,1,1,116,12439,"(18433514857179305855L, 18442521918988221449L, 43911556674355354)",
2018/07/18/15:57:46.556800,46138,1531943866,556474117,,1,254,14,0,0,118,1,1,29,34821,"(4932268995946403711, 18442264488312819209L)",
2018/07/18/15:57:46.557604,46139,1531943866,557276156,,1,254,31,0,0,119,1,1,1,56986,"(99638014348753983, 1224089926719, 65535, 4467289355374821376)",
2018/07/18/15:57:46.558813,46140,1531943866,558539214,,1,254,6,0,0,120,1,1,125,38570,"(99360697174332233,)",
2018/07/18/15:57:46.559914,46141,1531943866,559583682,,1,254,4,0,0,121,1,1,152,50294,"(99360699565735936,)",
2018/07/18/15:57:46.574352,46142,1531943866,573841982,,1,254,2,0,0,122,1,1,42,2439,"(99360699565735936,)",
2018/07/18/15:57:46.575788,46143,1531943866,575319149,,1,254,30,0,0,123,1,1,24,51095,"(972630000, 15015133992807670394L, 30962513726541662, 4467309165536675485)",
2018/07/18/15:57:46.577229,46144,1531943866,576681405,,1,254,26,0,0,124,1,1,62,12722,"(4617270482004418232, 13887205833448011858L, 18421973898868848217L, 4467309165536673928)",
2018/07/18/15:57:46.579749,46145,1531943866,578753125,,1,254,51,0,0,125,1,1,87,17783,"(1743390163898128272, 4881388308592085572, 13943144449397314460L, 4394154130887545721, 4474189597244848725, 4719902780020490240, 3618418210673917944)",
2018/07/18/15:57:46.580678,46146,1531943866,580259540,,1,254,12,0,0,126,1,1,168,20954,"(4617666690590740274, 4881388305096114176)",
2018/07/18/15:57:46.583181,46147,1531943866,582862870,,1,254,12,0,0,127,1,1,2,18128,"(1531943866461000, 4881388305097086866)",
2018/07/18/15:57:46.585019,46148,1531943866,584678273,,1,254,31,0,0,128,1,1,1,40334,"(99638014348753983, 1228384894015, 65535, 4395231761336893440)",
2018/07/18/15:57:46.586924,46149,1531943866,586583947,,1,254,6,0,0,129,1,1,125,45136,"(99360697175446362,)",
2018/07/18/15:57:46.592235,46150,1531943866,590784699,,1,254,4,0,0,130,1,1,152,18338,"(99360699565735936,)",
2018/07/18/15:57:46.592260,46151,1531943866,592065964,,1,254,2,0,0,131,1,1,42,57327,"(99360699565735936,)",
2018/07/18/15:57:46.606383,46152,1531943866,605682928,,1,254,26,0,0,132,1,1,62,9889,"(4617270482004418232, 13887205833448011858L, 18421973898868848217L, 4395231761336893576)",
2018/07/18/15:57:46.611713,46153,1531943866,609883455,,1,254,51,0,0,133,1,1,87,24712,"(1743390163898128312, 4881388308592085572, 13943144449397314460L, 4347029723946029945, 4468733902152202817, 4719902780020490240, 3618418210673917944)",
2018/07/18/15:57:46.638134,46154,1531943866,637744127,,1,254,20,0,0,134,1,1,74,60792,"(4721725001500227218, 4553000806202565263, 13943144446341611796L)",
2018/07/18/15:57:46.640225,46155,1531943866,639915782,,1,254,28,0,0,135,1,1,30,50168,"(4311445891514816460, 13815625635694392696L, 4342666931095654764, 4347029722343612508)",
2018/07/18/15:57:46.641634,46156,1531943866,641184120,,1,254,24,0,0,136,1,1,178,23386,"(4371504011518743569, 3220327053, 0)",
2018/07/18/15:57:46.642378,46157,1531943866,642073005,,1,254,40,0,0,137,1,1,182,45218,"(4420341824780326194, 4883309374169871953, 15015131256913502852L, 0, 0)",
2018/07/18/15:57:46.643286,46158,1531943866,643000003,,1,254,26,0,0,138,1,1,27,10352,"(972750565, 18421688334012907573L, 43909752769871901, 463)",
2018/07/18/15:57:46.644681,46159,1531943866,644363251,,1,254,22,0,0,139,1,1,116,61990,"(18432107525245425614L, 4785078895049684, 43630103172284557)",
2018/07/18/15:57:46.645415,46160,1531943866,644883437,,1,254,14,0,0,140,1,1,29,15416,"(4932268429010720718, 4809084540023147)",
2018/07/18/15:57:46.648429,46161,1531943866,647908586,,1,254,31,0,0,141,1,1,1,11940,"(99638014348753983, 1155370449983, 65535, 71776119061217280)",
2018/07/18/15:57:46.650905,46162,1531943866,650452877,,1,254,6,0,0,142,1,1,125,65214,"(99360697174528879,)",
2018/07/18/15:57:46.659477,46163,1531943866,659011211,,1,254,4,0,0,143,1,1,152,19056,"(99360699565735936,)",
2018/07/18/15:57:46.660302,46164,1531943866,660017247,,1,254,2,0,0,144,1,1,42,49736,"(99360699565735936,)",
2018/07/18/15:57:46.689874,46165,1531943866,689298255,,1,254,26,0,0,145,1,1,62,63319,"(4619612355873661255, 13904865020982245458L, 18421973898868848217L, 71776119061217414)",
2018/07/18/15:57:46.691485,46166,1531943866,690736766,,1,254,51,0,0,146,1,1,87,19077,"(1743390163898128392, 4881388308592085572, 13943144449397314460L, 13591834880263459705L, 4453015421360467045, 4719946927989325824, 3618418210673917944)",
2018/07/18/15:57:46.693520,46167,1531943866,693251649,,1,254,28,0,0,147,1,1,33,13703,"(1743353218589448200, 1695527735424474, 17972458733657178914L, 13591834879459983369L)",
2018/07/18/15:57:46.704644,46168,1531943866,704318978,,1,254,28,0,0,148,1,1,32,16436,"(14000786111497951260L, 13999388287576087264L, 13945110857328267758L, 13591834878683214223L)",
2018/07/18/15:57:46.744624,46169,1531943866,744333814,,1,254,31,0,0,149,1,1,1,43832,"(99638014348753983, 1176845286463, 65535, 13618603798191669248L)",
2018/07/18/15:57:46.745657,46170,1531943866,745451561,,1,254,6,0,0,150,1,1,125,51894,"(99360697173545809,)",
2018/07/18/15:57:46.764411,46171,1531943866,764117362,,1,254,4,0,0,151,1,1,152,51758,"(99360699565735936,)",
2018/07/18/15:57:46.765117,46172,1531943866,764905545,,1,254,2,0,0,152,1,1,42,7332,"(99360699565735936,)",
2018/07/18/15:57:46.766023,46173,1531943866,765783679,,1,254,30,0,0,153,1,1,24,60410,"(972830000, 15015132283410686587L, 30962513726541662, 13618623608351098523L)",
2018/07/18/15:57:46.798743,46174,1531943866,798162987,,1,254,26,0,0,154,1,1,62,4084,"(4620152787314472386, 4518753099869239378, 18421973898868941598L, 13618623608351096965L)",
2018/07/18/15:57:46.804107,46175,1531943866,803731275,,1,254,51,0,0,155,1,1,87,20356,"(1743390163898128492, 4881388308592085572, 13943144449397314460L, 13625176934720607097L, 4436105757158993356, 4719756416124977152, 3618418210673917944)",
2018/07/18/15:57:46.809264,46176,1531943866,808887504,,1,254,28,0,0,156,1,1,163,50377,"(13587772563295678580L, 1004703230, 4416187851666882560, 13625176933152431794L)",
2018/07/18/15:57:46.810272,46177,1531943866,809884740,,1,254,3,0,0,157,1,1,165,44208,"(13587772563295048516L,)",
2018/07/18/15:57:46.811682,46178,1531943866,811320820,,1,254,22,0,0,158,1,1,136,9704,"(15015129869639066243L, 4777135452659066816, 4416062352722493540)",
2018/07/18/15:57:46.812563,46179,1531943866,812254281,,1,254,22,0,0,159,1,1,193,31386,"(4409115351518410622, 4467583437097500631, 4416064478731304960)",
2018/07/18/15:57:46.813786,46180,1531943866,813403644,,1,254,32,0,0,160,1,1,241,49387,"(972909867, 4606828063597641135, 1080912688, 0)",
2018/07/18/15:57:46.817336,46181,1531943866,816621527,,1,254,26,0,0,161,1,1,27,5542,"(972928177, 18441673130376101935L, 41376499456016436, 467)",
2018/07/18/15:57:46.818361,46182,1531943866,818059974,,1,254,22,0,0,162,1,1,116,14696,"(18439988747283912832L, 13792346873723894, 41096854150840452)",
2018/07/18/15:57:46.819654,46183,1531943866,819177849,,1,254,14,0,0,163,1,1,29,17043,"(4932269537112283264, 13816279499045213)",
2018/07/18/15:57:46.821646,46184,1531943866,820696872,,1,254,31,0,0,164,1,1,1,24286,"(99638014348753983, 1163960384575, 65535, 71776119061217280)",
2018/07/18/15:57:46.822885,46185,1531943866,822553203,,1,254,6,0,0,165,1,1,125,56005,"(99360697175446378,)",
2018/07/18/15:57:46.837246,46186,1531943866,836731056,,1,254,4,0,0,166,1,1,152,36734,"(99360699565735936,)",
2018/07/18/15:57:46.838807,46187,1531943866,838344061,,1,254,2,0,0,167,1,1,42,54042,"(99360699565735936,)",
2018/07/18/15:57:46.843153,46188,1531943866,840632067,,1,254,26,0,0,168,1,1,62,55577,"(4620152787314472386, 4518753099869239378, 18421973898868941598L, 71776119061217413)",
2018/07/18/15:57:46.847564,46189,1531943866,844420407,,1,254,51,0,0,169,1,1,87,42126,"(1743390163898128533, 4881388308592085572, 13943144449397314460L, 13636215902614459257L, 4432358978013814567, 4719756416124977152, 3618418210673917944)",
2018/07/18/15:57:46.847603,46190,1531943866,846815484,,1,254,21,0,0,170,1,1,36,39666,"(427848408024090483, 428974410136290684, 13943144446472488412L)",
2018/07/18/15:57:46.848827,46191,1531943866,848532264,,1,254,22,0,0,171,1,1,35,53181,"(436855666436397205, 573091397803378188, 13943144446472487903L)",
2018/07/18/15:57:46.850942,46192,1531943866,850478418,,1,254,42,0,0,172,1,1,65,11706,"(436855666436397205, 573091397803378188, 426159617453851615, 426159617419642346, 99223018, 4719756416124977168)",
2018/07/18/15:57:46.856509,46193,1531943866,856099761,,1,254,26,0,0,173,1,1,27,2769,"(972971235, 3373305968066610, 41376499455492148, 426159617419641299)",
2018/07/18/15:57:46.858659,46194,1531943866,858255864,,1,254,22,0,0,174,1,1,116,42,"(18444773804708124843L, 9570243699735489, 41096854150840452)",
2018/07/18/15:57:46.860448,46195,1531943866,859487594,,1,254,14,0,0,175,1,1,29,24908,"(4932269537112283307, 9594154848385373)",
2018/07/18/15:57:46.862347,46196,1531943866,861912174,,1,254,31,0,0,176,1,1,1,47180,"(99638014348753983, 1138190580799, 65535, 432064089250856960)",
2018/07/18/15:57:46.868878,46197,1531943866,868434275,,1,254,6,0,0,177,1,1,125,65495,"(99360697175774094,)",
2018/07/18/15:57:46.869965,46198,1531943866,869677717,,1,254,4,0,0,178,1,1,152,20239,"(99360699565735936,)",
2018/07/18/15:57:46.876152,46199,1531943866,875795726,,1,254,2,0,0,179,1,1,42,2469,"(99360699565735936,)",
2018/07/18/15:57:46.876342,46200,1531943866,876001100,,1,254,26,0,0,180,1,1,62,20655,"(4618891776327438827, 4668937076734353735, 18421973898868941598L, 432064089250857092)",
2018/07/18/15:57:46.879442,46201,1531943866,878532527,,1,254,51,0,0,181,1,1,87,40946,"(1743390163898128572, 4881388308592085572, 13943144449397314460L, 13645440401444574073L, 4419172324608495845, 4719486155307876352, 3618418210673917944)",
2018/07/18/15:57:46.884465,46202,1531943866,883809042,,1,254,31,0,0,182,1,1,1,62432,"(99638014348753983, 1151075482687, 65535, 13690661392229597184L)",
2018/07/18/15:57:46.887920,46203,1531943866,886403093,,1,254,6,0,0,183,1,1,125,47950,"(99360697173218183,)",
2018/07/18/15:57:46.915874,46204,1531943866,915510598,,1,254,4,0,0,184,1,1,152,43839,"(99360699565735936,)",
2018/07/18/15:57:46.917810,46205,1531943866,917474671,,1,254,2,0,0,185,1,1,42,57586,"(99360699565735936,)",
2018/07/18/15:57:46.918872,46206,1531943866,918325830,,1,254,26,0,0,186,1,1,62,51187,"(4618891776327438827, 4668937076734353735, 18421973898868941598L, 13690661392229597316L)",
2018/07/18/15:57:46.921967,46207,1531943866,920530572,,1,254,51,0,0,187,1,1,87,47414,"(1743390163898128612, 4881388308592085572, 13943144449397314460L, 13655536812995515257L, 4404929796443129085, 4719486155307876352, 3618418210673917944)",
2018/07/18/15:57:46.922701,46208,1531943866,921764126,,1,254,28,0,0,188,1,1,33,34960,"(1743353209999513831, 1695613634769950, 17973021662135763762L, 13655536812194856963L)",
2018/07/18/15:57:46.925926,46209,1531943866,925602386,,1,254,28,0,0,189,1,1,32,16535,"(14000802316409559271L, 13999406657153007872L, 13945049890284516961L, 13655536811406095439L)",
2018/07/18/15:57:46.951950,46210,1531943866,951595399,,1,254,26,0,0,190,1,1,27,57903,"(973070758, 4780689442406467, 40813532320366625, 13655536811406066131L)",
2018/07/18/15:57:46.953012,46211,1531943866,952781017,,1,254,22,0,0,191,1,1,116,51544,"(18443366429824571662L, 2814762655284238, 40533917081927805)",
2018/07/18/15:57:46.953631,46212,1531943866,953426866,,1,254,14,0,0,192,1,1,29,19223,"(4932270250076854542, 2838751112348116)",
2018/07/18/15:57:46.954620,46213,1531943866,954227113,,1,254,31,0,0,193,1,1,1,27019,"(99638014348753983, 1168255351871, 65535, 13690661392229597184L)",
2018/07/18/15:57:46.957685,46214,1531943866,957321733,,1,254,6,0,0,194,1,1,125,43793,"(99360697174528905,)",
2018/07/18/15:57:46.964881,46215,1531943866,964551154,,1,254,4,0,0,195,1,1,152,60476,"(99360699565735936,)",
2018/07/18/15:57:46.966065,46216,1531943866,965746244,,1,254,2,0,0,196,1,1,42,57329,"(99360699565735936,)",
2018/07/18/15:57:46.967109,46217,1531943866,966826040,,1,254,30,0,0,197,1,1,24,5416,"(973030000, 15015130574013702778L, 30962513726541662, 13690681202388633243L)",
2018/07/18/15:57:47.003238,46218,1531943867,2406687,,1,254,26,0,0,198,1,1,62,28504,"(4617810913448500920, 4721727876979165757, 18421973898869034979L, 13690681202388631683L)",
2018/07/18/15:57:47.029171,46219,1531943867,27851483,,1,254,51,0,0,199,1,1,87,28062,"(1743390163898128732, 4881388308592085572, 13943144449397314460L, 13666781170520429433L, 13635730627776389200L, 4719012725357805568, 3618418210673917944)",
2018/07/18/15:57:47.032103,46220,1531943867,31491281,,1,254,31,0,0,200,1,1,1,48617,"(99638014348753983, 1151075482687, 65535, 13690661392229597184L)",
2018/07/18/15:57:47.034917,46221,1531943867,34328657,,1,254,6,0,0,201,1,1,125,51259,"(99360697174659979,)",
2018/07/18/15:57:47.036363,46222,1531943867,35896703,,1,254,4,0,0,202,1,1,152,56843,"(99360699565735936,)",
2018/07/18/15:57:47.065500,46223,1531943867,65107343,,1,254,2,0,0,203,1,1,42,50693,"(99360699565735936,)",
2018/07/18/15:57:47.067434,46224,1531943867,66793148,,1,254,26,0,0,204,1,1,27,49719,"(973170957, 18446176631220731982L, 40813562384482370, 13690661392229597652L)",
2018/07/18/15:57:47.068167,46225,1531943867,67749681,,1,254,22,0,0,205,1,1,116,10934,"(18445055318339541362L, 18445618332718529504L, 40533917081993343)",
2018/07/18/15:57:47.068911,46226,1531943867,68558824,,1,254,14,0,0,206,1,1,29,15846,"(4932266706728835445, 18445642170853062684L)",
2018/07/18/15:57:47.069686,46227,1531943867,69412190,,1,254,42,0,0,207,1,1,150,28060,"(417353756158927, 4342153224053069267, 13600332080634861086L, 13732851688089032766L, 18439988385412266474L, 4719012725357805571)",
2018/07/18/15:57:47.070603,46228,1531943867,70269428,,1,254,31,0,0,208,1,1,1,49315,"(99638014348753983, 1129600646207, 65535, 13762718986267525120L)",
2018/07/18/15:57:47.076941,46229,1531943867,71627908,,1,254,6,0,0,209,1,1,125,38793,"(99360697173742417,)",
2018/07/18/15:57:47.076969,46230,1531943867,72495034,,1,254,4,0,0,210,1,1,152,24149,"(99360699565735936,)",
2018/07/18/15:57:47.076979,46231,1531943867,73177875,,1,254,2,0,0,211,1,1,42,44320,"(99360699565735936,)",
2018/07/18/15:57:47.076988,46232,1531943867,74118920,,1,254,26,0,0,212,1,1,62,23993,"(4616189619129087426, 4720308605036223529, 18421973898869128360L, 13762718986267525250L)",
2018/07/18/15:57:47.083144,46233,1531943867,80788027,,1,254,51,0,0,213,1,1,87,17060,"(1743390163898128774, 4881388308592085572, 13943144449397314460L, 13669279054780306297L, 13655776507162170680L, 4719041110796664832, 3618418210673917944)",
2018/07/18/15:57:47.084630,46234,1531943867,84039990,,1,254,9,0,0,214,1,1,0,43361,"(349313748927774735, 4881388308592085507)",
2018/07/18/15:57:47.087321,46235,1531943867,86794166,,1,254,20,0,0,215,1,1,74,24621,"(4721625839295096547, 13719206635074054062L, 13943144446341546260L)",
2018/07/18/15:57:47.090366,46236,1531943867,90075121,,1,254,48,0,0,216,1,1,174,14727,"(13945213852794488882L, 4829096673424300836, 4608012439475619005, 0, 4812096202906128737, 3856831416898158592)",
2018/07/18/15:57:47.091146,46237,1531943867,90863976,,1,254,28,0,0,217,1,1,30,25256,"(13497691964774996376L, 13815356530226230173L, 4363049952478071752, 3167895152)",
2018/07/18/15:57:47.092133,46238,1531943867,91863196,,1,254,24,0,0,218,1,1,178,251,"(4395428431060860683, 3220387137, 0)",
2018/07/18/15:57:47.092887,46239,1531943867,92628531,,1,254,40,0,0,219,1,1,182,26888,"(4432091367087370068, 4883309374169809297, 15015127279773786753L, 0, 0)",
2018/07/18/15:57:47.103798,46240,1531943867,102931709,,1,254,31,0,0,220,1,1,1,23419,"(99638014348753983, 1142485548095, 65535, 71776119061217280)",
2018/07/18/15:57:47.105906,46241,1531943867,104703401,,1,254,6,0,0,221,1,1,125,34167,"(99360697175118711,)",
2018/07/18/15:57:47.125943,46242,1531943867,125556505,,1,254,4,0,0,222,1,1,152,7802,"(99360699565735936,)",
2018/07/18/15:57:47.126939,46243,1531943867,126265233,,1,254,2,0,0,223,1,1,42,7354,"(99360699565735936,)",
2018/07/18/15:57:47.128016,46244,1531943867,127736544,,1,254,30,0,0,224,1,1,24,11022,"(973230000, 15015128868911686265L, 30962513726541692, 71795929219204758)",
2018/07/18/15:57:47.164954,46245,1531943867,164616313,,1,254,26,0,0,225,1,1,62,49402,"(4616189619129087426, 4720308605036223529, 18421973898869128360L, 71795929219203202)",
