time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status.status,.status.service,.latitude,.longitude,.altitude,.position_covariance,.position_covariance_type
2018/07/18/15:57:37.543911,1519,1531943857,542150926,base_link,0,1,40.5905959,-79.8966565,361.515488336,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:37.710421,1520,1531943857,709520429,base_link,0,1,40.5905978,-79.8966951,361.66544793,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:37.948256,1521,1531943857,947878992,base_link,0,1,40.5906003,-79.8967328,361.975408195,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:38.173882,1522,1531943858,173585194,base_link,0,1,40.5906032,-79.8967698,362.335369011,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:38.361359,1523,1531943858,360627111,base_link,0,1,40.5906062,-79.8968061,362.625330506,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:38.534091,1524,1531943858,530465100,base_link,0,1,40.5906092,-79.8968419,362.925292515,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:38.743978,1525,1531943858,743137247,base_link,0,1,40.5906123,-79.8968771,363.1852551,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:38.942852,1526,1531943858,942440941,base_link,0,1,40.5906152,-79.896912,363.39521808,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:39.216358,1527,1531943859,215088393,base_link,0,1,40.5906178,-79.8969467,363.505181394,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:39.340379,1528,1531943859,339844606,base_link,0,1,40.5906201,-79.8969812,363.535145043,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:39.546490,1529,1531943859,546176702,base_link,0,1,40.5906219,-79.8970158,363.465108804,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:39.744842,1530,1531943859,744471740,base_link,0,1,40.5906232,-79.8970506,363.375072573,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:39.940779,1531,1531943859,939481312,base_link,0,1,40.590624,-79.8970857,363.28503625,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:40.171072,1532,1531943860,170569604,base_link,0,1,40.5906243,-79.8971215,363.164999423,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:40.371659,1533,1531943860,369155362,base_link,0,1,40.5906243,-79.8971578,362.944962212,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:40.569291,1534,1531943860,568613974,base_link,0,1,40.5906239,-79.8971946,362.634924661,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:40.755755,1535,1531943860,754569670,base_link,0,1,40.590623,-79.8972323,362.244886402,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:40.974402,1536,1531943860,973840500,base_link,0,1,40.5906216,-79.8972708,361.844847537,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:41.193847,1537,1531943861,193460642,base_link,0,1,40.5906198,-79.8973101,361.424808024,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:41.313774,1538,1531943861,313415156,base_link,0,1,40.5906175,-79.8973503,361.044767803,"(0.4356000346183784, 0.0, 0.0, 0.0, 0.4356000346183784, 0.0, 0.0, 0.0, 1.7424001384735135)",1
2018/07/18/15:57:41.521563,1539,1531943861,516142534,base_link,0,1,40.5906147,-79.8973914,360.714726874,"(0.4356000346183784, 0.0, 0.0, 0.0, 0.4356000346183784, 0.0, 0.0, 0.0, 1.7424001384735135)",1
2018/07/18/15:57:41.747778,1540,1531943861,747442382,base_link,0,1,40.5906117,-79.8974328,360.524685725,"(0.4356000346183784, 0.0, 0.0, 0.0, 0.4356000346183784, 0.0, 0.0, 0.0, 1.7424001384735135)",1
2018/07/18/15:57:41.984561,1541,1531943861,983869210,base_link,0,1,40.5906086,-79.8974745,360.494644314,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:42.205974,1542,1531943862,205578996,base_link,0,1,40.5906055,-79.8975159,360.544603213,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:42.334063,1543,1531943862,333439597,base_link,0,1,40.5906027,-79.8975571,360.634562192,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:42.547908,1544,1531943862,546877031,base_link,0,1,40.5906002,-79.8975981,360.774521252,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:42.751004,1545,1531943862,750507923,base_link,0,1,40.590598,-79.897639,360.884480289,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:42.936868,1546,1531943862,936188398,base_link,0,1,40.5905963,-79.8976798,360.98443922,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:43.137238,1547,1531943863,136885055,base_link,0,1,40.5905951,-79.8977206,361.094397943,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:43.405583,1548,1531943863,404659913,base_link,0,1,40.5905944,-79.8977613,361.204356558,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:43.565568,1549,1531943863,565279722,base_link,0,1,40.5905942,-79.897802,361.304314965,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:43.744036,1550,1531943863,743825403,base_link,0,1,40.5905943,-79.8978425,361.414273452,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:43.911852,1551,1531943863,911471498,base_link,0,1,40.5905946,-79.8978829,361.59423196,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:44.212924,1552,1531943864,212549496,base_link,0,1,40.5905952,-79.8979233,361.754190344,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:44.329775,1553,1531943864,328921306,base_link,0,1,40.5905962,-79.8979635,361.924148766,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:44.517310,1554,1531943864,516943681,base_link,0,1,40.5905973,-79.8980037,362.094107148,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:44.717417,1555,1531943864,716820864,base_link,0,1,40.5905983,-79.8980435,362.294065985,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:44.966492,1556,1531943864,966224868,base_link,0,1,40.5905995,-79.898083,362.464025048,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:45.170992,1557,1531943865,170643601,base_link,0,1,40.5906007,-79.8981223,362.593984317,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:45.375142,1558,1531943865,374622564,base_link,0,1,40.5906018,-79.8981615,362.703943735,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:45.559059,1559,1531943865,558788955,base_link,0,1,40.5906025,-79.8982006,362.743903426,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:45.757719,1560,1531943865,757402828,base_link,0,1,40.5906031,-79.8982399,362.723862957,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:45.962863,1561,1531943865,962626289,base_link,0,1,40.5906035,-79.8982793,362.663822474,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:46.164024,1562,1531943866,163655913,base_link,0,1,40.5906038,-79.8983189,362.59378183,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:46.345863,1563,1531943866,345536735,base_link,0,1,40.590604,-79.8983586,362.54374113,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:46.575806,1564,1531943866,575492427,base_link,0,1,40.5906042,-79.8983984,362.503700329,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:46.766169,1565,1531943866,765878430,base_link,0,1,40.5906043,-79.8984382,362.503659574,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:46.967143,1566,1531943866,966947191,base_link,0,1,40.5906042,-79.898478,362.503618906,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:47.128155,1567,1531943867,127844383,base_link,0,1,40.5906041,-79.8985177,362.533578343,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:47.391218,1568,1531943867,385682448,base_link,0,1,40.5906039,-79.8985573,362.583537926,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:47.551425,1569,1531943867,551187972,base_link,0,1,40.5906037,-79.8985969,362.673497513,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:47.739715,1570,1531943867,736608852,base_link,0,1,40.5906031,-79.8986363,362.833457475,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:47.932068,1571,1531943867,931674773,base_link,0,1,40.5906023,-79.8986757,362.953417525,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:48.137488,1572,1531943868,137274463,base_link,0,1,40.5906015,-79.8987151,363.043377577,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:48.343453,1573,1531943868,343098248,base_link,0,1,40.5906004,-79.8987544,363.143337861,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:48.539075,1574,1531943868,538900963,base_link,0,1,40.5905992,-79.8987938,363.293298087,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:48.722197,1575,1531943868,721931377,base_link,0,1,40.590598,-79.8988331,363.493258417,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:48.988102,1576,1531943868,987256976,base_link,0,1,40.590597,-79.8988724,363.713218666,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:49.131773,1577,1531943869,131447902,base_link,0,1,40.5905962,-79.8989115,363.953179037,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:49.379987,1578,1531943869,378987213,base_link,0,1,40.5905956,-79.8989504,364.233139531,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:49.623440,1579,1531943869,622767943,base_link,0,1,40.5905953,-79.898989,364.463100208,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:49.735903,1580,1531943869,735687547,base_link,0,1,40.5905952,-79.8990273,364.693061109,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:49.936890,1581,1531943869,936569504,base_link,0,1,40.5905953,-79.8990653,364.913022235,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:50.118426,1582,1531943870,118069637,base_link,0,1,40.5905957,-79.899103,365.052983543,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:50.368686,1583,1531943870,368385881,base_link,0,1,40.5905965,-79.8991406,365.122944787,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:50.543258,1584,1531943870,542535923,base_link,0,1,40.5905976,-79.899178,365.152906112,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:50.728061,1585,1531943870,727296052,base_link,0,1,40.5905988,-79.8992154,365.042867397,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:50.918737,1586,1531943870,918376781,base_link,0,1,40.5906002,-79.8992526,364.892828804,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:51.153463,1587,1531943871,153138357,base_link,0,1,40.5906017,-79.8992898,364.662790171,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:51.339682,1588,1531943871,336651432,base_link,0,1,40.5906034,-79.8993272,364.422751253,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:51.534879,1589,1531943871,534657941,base_link,0,1,40.5906049,-79.8993646,364.252712421,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:51.741631,1590,1531943871,740206349,base_link,0,1,40.5906064,-79.8994022,364.122673388,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:51.929137,1591,1531943871,928561480,base_link,0,1,40.5906077,-79.8994397,364.072634543,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:52.135492,1592,1531943872,135182966,base_link,0,1,40.5906088,-79.8994772,364.062595785,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:52.378677,1593,1531943872,378165766,base_link,0,1,40.5906096,-79.8995145,364.06255736,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:52.514938,1594,1531943872,514425847,base_link,0,1,40.5906101,-79.8995517,364.102519167,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:52.744656,1595,1531943872,744330364,base_link,0,1,40.5906103,-79.8995887,364.192481305,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:52.930146,1596,1531943872,929767997,base_link,0,1,40.5906101,-79.8996255,364.332443819,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:53.137808,1597,1531943873,136314190,base_link,0,1,40.5906095,-79.899662,364.47240681,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:53.369839,1598,1531943873,369278837,base_link,0,1,40.5906087,-79.8996983,364.582370091,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:53.599297,1599,1531943873,598852994,base_link,0,1,40.5906076,-79.8997343,364.682333807,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:53.760402,1600,1531943873,759638525,base_link,0,1,40.5906062,-79.8997701,364.792297856,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:53.937839,1601,1531943873,937272601,base_link,0,1,40.5906048,-79.8998059,364.852261906,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:54.131064,1602,1531943874,130108650,base_link,0,1,40.5906035,-79.8998417,364.832225917,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:54.337062,1603,1531943874,336077159,base_link,0,1,40.5906022,-79.8998773,364.702190134,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:54.591081,1604,1531943874,590765691,base_link,0,1,40.590601,-79.8999131,364.482154106,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:54.736933,1605,1531943874,734071296,base_link,0,1,40.5906,-79.8999491,364.232117792,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:54.942551,1606,1531943874,941830633,base_link,0,1,40.5905992,-79.8999854,363.962081091,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:55.144469,1607,1531943875,144072499,base_link,0,1,40.5905986,-79.9000223,363.732043695,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:55.365816,1608,1531943875,364945162,base_link,0,1,40.5905983,-79.9000596,363.502005767,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:55.575224,1609,1531943875,574740159,base_link,0,1,40.5905985,-79.9000971,363.221967427,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:55.729065,1610,1531943875,728802860,base_link,0,1,40.5905991,-79.900135,362.921928513,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:55.947217,1611,1531943875,944732475,base_link,0,1,40.5906005,-79.9001731,362.641889062,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:56.132069,1612,1531943876,131629974,base_link,0,1,40.5906024,-79.9002113,362.3818493,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:56.345109,1613,1531943876,344595211,base_link,0,1,40.5906055,-79.9002495,362.121809037,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:56.597783,1614,1531943876,597491996,base_link,0,1,40.5906099,-79.9002874,361.981768537,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:56.805135,1615,1531943876,804667123,base_link,0,1,40.5906158,-79.9003248,361.921727918,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:56.969750,1616,1531943876,969262187,base_link,0,1,40.5906233,-79.9003612,361.941687651,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:57.173140,1617,1531943877,172335859,base_link,0,1,40.5906322,-79.9003968,362.051647614,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:57.334981,1618,1531943877,334676073,base_link,0,1,40.5906425,-79.9004314,362.241608011,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:57.570076,1619,1531943877,569755720,base_link,0,1,40.5906539,-79.9004648,362.431569174,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:57.744488,1620,1531943877,743943191,base_link,0,1,40.5906665,-79.900497,362.64153106,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:57.930953,1621,1531943877,930200862,base_link,0,1,40.5906802,-79.9005283,362.771493405,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:58.138814,1622,1531943878,138470638,base_link,0,1,40.5906947,-79.9005586,362.821456437,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:58.363562,1623,1531943878,362581068,base_link,0,1,40.59071,-79.9005883,362.751419749,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:58.596446,1624,1531943878,595655077,base_link,0,1,40.5907265,-79.900617,362.60138358,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:58.782665,1625,1531943878,782078925,base_link,0,1,40.5907444,-79.9006442,362.421348357,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:58.947407,1626,1531943878,946909128,base_link,0,1,40.5907639,-79.9006695,362.281314403,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:59.142342,1627,1531943879,138313050,base_link,0,1,40.5907849,-79.9006927,362.201281965,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:59.356962,1628,1531943879,356309442,base_link,0,1,40.5908072,-79.9007135,362.211251432,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:59.539138,1629,1531943879,538380286,base_link,0,1,40.5908302,-79.9007322,362.301222749,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:59.741285,1630,1531943879,740547544,base_link,0,1,40.5908539,-79.9007489,362.421195816,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:59.968913,1631,1531943879,968201458,base_link,0,1,40.5908779,-79.9007641,362.521170289,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:00.141171,1632,1531943880,140223202,base_link,0,1,40.5909022,-79.9007778,362.561146168,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:00.336226,1633,1531943880,335882248,base_link,0,1,40.5909267,-79.9007898,362.5411237,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:00.560374,1634,1531943880,559818927,base_link,0,1,40.5909515,-79.9007995,362.551103452,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:00.737773,1635,1531943880,737105604,base_link,0,1,40.5909767,-79.9008064,362.631085894,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
