time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.child_frame_id,.pose.pose.position.x,.pose.pose.position.y,.pose.pose.position.z,.pose.pose.orientation.x,.pose.pose.orientation.y,.pose.pose.orientation.z,.pose.pose.orientation.w,.pose.covariance,.twist.twist.linear.x,.twist.twist.linear.y,.twist.twist.linear.z,.twist.twist.angular.x,.twist.twist.angular.y,.twist.twist.angular.z,.twist.covariance
2018/07/18/15:58:03.897846,1297,1531943883,890315617,map,base_link,-222.039392356,44.2243350585,50.315,0.0239119152371,-0.00873767590206,-0.675230493563,-0.737167317434,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.33,-0.09,0.55,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:04.168090,1298,1531943884,162831189,map,base_link,-222.149319515,48.4776416763,50.297,0.0299037633166,0.0096962129266,-0.68868781488,-0.724376174394,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.48,-0.57,-0.04,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:04.418555,1299,1531943884,417509715,map,base_link,-222.369322061,52.1423751493,50.371,0.063127472285,0.0469966970794,-0.692404041466,-0.717204905217,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.5,-0.92,-0.12,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:04.625380,1300,1531943884,621057197,map,base_link,-222.640121471,55.7626896856,50.491,0.0131512917513,0.0112408582762,-0.698635105402,-0.715268953702,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.48,-1.15,-0.47,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:04.869196,1301,1531943884,868427741,map,base_link,-222.927852819,59.4163210558,50.66,0.0131512917513,0.0112408582762,-0.698635105402,-0.715268953702,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.42,-1.18,-0.52,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:05.095329,1302,1531943885,94543548,map,base_link,-223.164800514,62.6701624768,50.807,-0.0204617223427,-0.0145854665288,-0.70085385047,-0.712862162249,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.34,-1.11,-0.58,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:05.303127,1303,1531943885,302372619,map,base_link,-223.350962391,65.6463718341,50.954,-0.0204617223427,-0.0145854665288,-0.70085385047,-0.712862162249,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.27,-0.97,-0.59,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:05.556504,1304,1531943885,552936571,map,base_link,-223.528630761,69.5332100788,51.094,-0.0426558006993,-0.0387822083623,-0.693860222314,-0.717798310719,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.2,-0.74,-0.26,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:05.810814,1305,1531943885,809936036,map,base_link,-223.630104776,73.4089399642,51.149,-0.0426558006993,-0.0387822083623,-0.693860222314,-0.717798310719,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.15,-0.48,0.0,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:06.018700,1306,1531943886,17607508,map,base_link,-223.663878623,76.3629328359,51.134,-0.0431958542686,-0.0513737941079,-0.684163609029,-0.726233438732,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.15,-0.25,0.25,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:06.266108,1307,1531943886,264441842,map,base_link,-223.638369402,79.983236784,51.037,-0.0421407325833,-0.0593130972761,-0.67291759752,-0.736130438235,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.17,0.06,0.5,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:06.536253,1308,1531943886,534746730,map,base_link,-223.494319721,84.2143239605,50.868,-0.0421407325833,-0.0593130972761,-0.67291759752,-0.736130438235,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.24,0.53,0.6,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:06.768474,1309,1531943886,767535237,map,base_link,-223.257169054,87.8235162412,50.77,-0.0557191615694,-0.0748957934925,-0.669041229915,-0.737339696358,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.36,0.99,0.16,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:07.027168,1310,1531943887,23044354,map,base_link,-222.926896602,91.5437595692,50.792,-0.0557191615694,-0.0748957934925,-0.669041229915,-0.737339696358,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.42,1.32,-0.06,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:07.273798,1311,1531943887,272965474,map,base_link,-222.520425108,95.57494765,50.846,-0.0168117693244,-0.038412038999,-0.670685183252,-0.740556050977,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.48,1.43,-0.09,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:07.498538,1312,1531943887,497111296,map,base_link,-222.198627991,99.0064554727,50.878,-0.0168117693244,-0.038412038999,-0.670685183252,-0.740556050977,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.53,1.38,-0.01,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:07.764998,1313,1531943887,763667302,map,base_link,-221.85988027,103.059855423,50.871,0.0356131910479,0.00426642842707,-0.665223909706,-0.745781903888,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.55,1.24,0.34,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:08.031546,1314,1531943888,29918512,map,base_link,-221.60578644,107.091045611,50.76,0.0542560970585,0.018478994155,-0.678056228183,-0.732771829514,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.61,0.86,0.69,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:08.247682,1315,1531943888,247043392,map,base_link,-221.478684685,110.833502542,50.606,0.0542560970585,0.018478994155,-0.678056228183,-0.732771829514,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.72,0.48,0.73,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:08.518091,1316,1531943888,517183906,map,base_link,-221.436230416,114.886908335,50.445,0.0611927832221,0.0261029836642,-0.672330450688,-0.737255615511,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.84,0.2,0.73,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:08.741381,1317,1531943888,739058173,map,base_link,-221.453062872,118.063002916,50.315,0.0611927832221,0.0261029836642,-0.672330450688,-0.737255615511,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.91,-0.03,0.73,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:09.005784,1318,1531943889,5133420,map,base_link,-221.562968855,122.804936724,50.122,0.0474562321955,0.0209613840145,-0.694883143857,-0.717248870888,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.99,-0.41,0.68,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:09.237900,1319,1531943889,236084998,map,base_link,-221.715243321,126.269771278,50.007,0.0314341423953,0.0179875555998,-0.704793161098,-0.708487785784,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",16.01,-0.69,0.48,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:09.474448,1320,1531943889,473574902,map,base_link,-221.943699617,130.123292739,49.964,0.0314341423953,0.0179875555998,-0.704793161098,-0.708487785784,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",16.02,-0.95,0.11,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:09.719988,1321,1531943889,716922374,map,base_link,-222.214486619,133.965711685,49.998,0.00547077770228,0.00727677407669,-0.700167152426,-0.71392091846,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.96,-1.05,-0.03,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:09.979631,1322,1531943889,978783240,map,base_link,-222.476801865,138.08576277,50.095,0.00547077770228,0.00727677407669,-0.700167152426,-0.71392091846,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.9,-0.9,-0.24,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2018/07/18/15:58:10.215153,1323,1531943890,214395922,map,base_link,-222.646005611,141.894865621,50.234,-0.0575572318444,-0.0480776580352,-0.698240624591,-0.711923966467,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3923998762130765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",15.8,-0.63,-0.48,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
